,name,grape,region,variety,rating,notes
87,Layer Cake Shiraz 2014,,"South Australia, Australia",Red Wine,89.0,"The aromas of cocoa, warm spice and dark fruit are very powerful from the first whiff. In the mouth, the wine is layered with rich blackberry, dark cherries and hints of dark, creamy chocolate ganache. The finish lingers on, hanging on your palate while the fruit and spice flavors slowly change and fade."
88,Layer Cake Shiraz 2013,,"South Australia, Australia",Red Wine,88.0,"Spicy black and blue fruit aromas show good power and just a hint of black pepper. Supple and seamless in texture, offering layers of Bing cherry and cassis flavors and a touch of mocha. Exceptional balance for its big power, finishing with a gentle creamy note, leaving dark berry and cracked pepper notes behind."
89,Layer Cake Shiraz 2010,,"South Australia, Australia",Red Wine,88.0,"The 2010 Layer Cake Shiraz is outstanding due to virtually perfect growing conditions and rigorous vineyard selections. The wine is incredibly layered and richer than in past years. Bold spice, black plums, dark chocolate, mocha and cherries and black berries abound with a hint of red soil and a faint trace of anise with layers of spice box. Loaded with glycerol mouth feel and capped off with a long creamy finish that just hangs on your palate."
90,Layer Cake Virgin Chardonnay 2009,,"Central Coast, California",White Wine,87.0,"The Virgin Chardonnay is so named because it never comes in contact with any oak. Our fellow wine lovers have expressed our shared interest in getting back to what Chardonnay used to be: Clean, crisp, layered, refreshing fruit, a hint of summer, with none of the overbearing heaviness of oak. If the taste of buttered popcorn is what you crave, you'd do better finding it at the movies than in a bottle of wine."
91,Le Berne Vino Nobile di Montepulciano 2011,,"Tuscany, Italy",Red Wine,90.0,"The grapes, about 90% of which are Sangiovese (known as Prugnolo gentile in Montepulciano) and small quantities of Canaiolo Nero and Mammolo, are gathered after an accurate selection at the precise moment of ripening. After vinification the wine is aged for at least two years in oak barrels and six months in bottles. The result is a ruby red wine tending to garnet red, which has a delicate fragrance and violet aroma, with a dry and slightly tannic flavor."
92,Le Bonheur Cabernet Sauvignon 1997,,South Africa,Red Wine,87.0,"This dry wine, deep ruby in color, with aromas of blackcurrant and mulberry, is full-bodied and well rounded. The berry flavors are endorsed by silky vanilla aromas and well-structured tannins. A wine with excellent ageing potential, Le Bonheur Cabernet Sauvignon will gracefully complement any gourmet dish."
93,Le Bonheur Chardonnay 1999,,South Africa,White Wine,88.0,"Medium-bodied, fresh and dry, this wine has characteristic lemon/clove flavors. These delightful flavors are balanced with vanilla tones, which create the lingering, refreshing aftertaste of a fine, new-style Chardonnay. Delicious with lobster and other seafood, Parma ham, thinly sliced smoked salmon, as well as lightly prepared pork, veal and chicken dishes."
94,Le Brun de Neuville Authentique Brut Assemblage,,"Champagne, France",Sparkling & Champagne,90.0,"The first nose is a floral farandole with honeysuckle, white rose, wallflowers, together with hints of candid lemon, bergamot and toasted bread. When aerated, it turns towards notes of blackcurrant, biscuit, wet chalk, raspberry, peach. The approach in the palate is soft and fresh with a creamy and melted effervescence. The wine develops in a gentle and pulpy way reminding of white, red and black fruit. The whole is delicately stitched to a chalky minerality giving a creamy tactile and an elegant patina. The flavored return rich with fruity, floral and Viennese pastry notes comes to reinforce the sensation of tenderness and fusion."
95,Le Cadeau Vineyard Diversite Pinot Noir 2014,,"Willamette Valley, Oregon",Red Wine,93.0,"Rich and opulent, very reminicent of the beautiful 2012 Diversite. This was the first vintage Diversite was crafted from ten different Pinot clones, not just seven!"
96,Le Cadeau Vineyard Diversite Pinot Noir 2015,,"Willamette Valley, Oregon",Red Wine,91.0,"The Diversité cuvee showcases a unique and diverse range of characteristics that reflect its varied soil, sunlight exposure, and clonal blend. It is sourced from four blocks on our estate vineyard, primarily covering the Northern end, containing 7 clones – Dijon-113, -114, -115, -667, -777, Pommard, and a few rows of the Swiss clone Mariafeld. The latter in particular lends natural smoke and spice notes to the wine, which have become a definitive character in the cuvee. The soil variation for Diversité ranges from heavily broken volcanic basalt on the Northwestern block of Dijon-667, to the more lush Nekia soil of the Northeastern block of Dijon-114."
97,Le Cadeau Vineyard Rocheux Pinot Noir 2015,,"Willamette Valley, Oregon",Red Wine,90.0,"The Rocheux cuvee is sourced from the rockiest portion of our estate – the warmer Western slope of the vineyard, an area high in content of volcanic basalt found throughout the soil. "
98,Le Cadeau Vineyard Rocheux Pinot Noir 2016,,"Willamette Valley, Oregon",Red Wine,90.0,"The Rocheux cuvee is sourced from the rockiest portion of our estate – the warmer Western slope of the vineyard, an area high in content of volcanic basalt found throughout the soil. "
99,Le Cadeau Vineyard Rocheux Reserve Pinot Noir 2014,,"Willamette Valley, Oregon",Red Wine,94.0,"Expertly crafted from the rocky Western blocks, this exemplifies the soft floral notes of Rocheux with the minerality Le Cadeau Vineyard's soil is known for. Barrel selections were carefully made with long-term aging in mind; this drinks well now, but they are enthusiastic to see what this does over the next 10 years."
100,Le Carre 2007,,"St. Emilion, Bordeaux, France",Red Wine,90.0,"Le Carre is a single-vineyard of just over one and a half hectares that abuts Clos Fourtet near the centre of the town of Saint Emilion. The wine is a dense purple color. Abundant quantities of black fruits, crushed rocks and flowers nicely wrapped in new oak, where it receives it's malolactic fermentation and aging. Whilst the main part of the wine is made up by Merlot, there is also a Cabernet Franc compliment."
101,Le Carre 2008,,"St. Emilion, Bordeaux, France",Red Wine,92.0,"Le Carre is a single-vineyard of just over one and a half hectares that abuts Clos Fourtet near the centre of the town of Saint Emilion.  The wine is a dense purple color. Abundant quantities of black fruits, crushed rocks and flowers nicely wrapped in new oak, where it receives it's malolactic fermentation and aging. Whilst the main part of the wine is made up by Merlot, there is also a Cabernet Franc compliment."
102,Le Carre 2009,,"St. Emilion, Bordeaux, France",Red Wine,92.0,"Le Carre is a single-vineyard of just over one and a half hectares that abuts Clos Fourtet near the centre of the town of Saint Emilion. The wine is a dense purple color. Abundant quantities of black fruits, crushed rocks and flowers nicely wrapped in new oak, where it receives it's malolactic fermentation and aging. Whilst the main part of the wine is made up by Merlot, there is also a Cabernet Franc compliment."
103,Le Carre 2010,,"St. Emilion, Bordeaux, France",Red Wine,93.0,"Le Carre is a single-vineyard of just over one and a half hectares that abuts Clos Fourtet near the centre of the town of Saint Emilion.  The wine is a dense purple color. Abundant quantities of black fruits, crushed rocks and flowers nicely wrapped in new oak, where it receives it's malolactic fermentation and aging. Whilst the main part of the wine is made up by Merlot, there is also a Cabernet Franc compliment. "
104,Le Carre 2011,,"St. Emilion, Bordeaux, France",Red Wine,91.0,"Le Carré is a single-vineyard of just over one and a half hectares that abuts Clos Fourtet near the centre of the town of Saint Emilion. The vines date back to the middle of the last century and have been completely re-terraced since the purchase of the vines in 2004 from Château Canon, Premier Cru Classé.  "
105,Le Carre 2012,,"St. Emilion, Bordeaux, France",Red Wine,91.0,"This wine boasts a dense purple color in addition to abundant quantities of black fruits, crushed rocks and flowers nicely wrapped in new oak, where it receives it's malolactic fermentation and ageing."
106,Le Casematte Faro 2014,,"Sicily, Italy",Red Wine,93.0,"Dark ruby red with orange hues, the wine has an intense, elegant and ample nose boasting notes of ripe red berries and blueberries,Mediterranean shrub, and spicy notes like nutmeg and pepper. Well-balanced on the palate with firm tannins, a round, rich fruityflavor, and an elegant finale. "
107,Le Casematte Faro 2013,,"Sicily, Italy",Red Wine,91.0,"Dark ruby red with orange hues, the wine has an intense, elegant and ample nose boasting notes of ripe red berries and blueberries,Mediterranean shrub, and spicy notes like nutmeg and pepper. Well-balanced on the palate with firm tannins, a round, rich fruityflavor, and an elegant finale."
108,Le Casematte Faro 2016,,"Sicily, Italy",Red Wine,91.0,"Dark ruby red with orange hues, the wine has an intense, elegant and ample nose boasting notes of ripe red berries and blueberries, Mediterranean shrub, and spicy notes like nutmeg and pepper. Well-balanced on the palate with firm tannins, a round, rich fruity flavor, and an elegant finale. "
109,Le Casematte Nero d'Avola 2015,,"Sicily, Italy",Red Wine,89.0,#95
110,Le Casematte Peloro Rosso 2014,,"Sicily, Italy",Red Wine,91.0,"Brilliant ruby red in color with violet reflections. The nose has generous aromas of small red berries, floral fragrances as well as carob, licorice and spice. On the palate, the wine has fresh acidity, rich fruity flavors, mineral notes, and vibrant tannins."
111,Le Casematte Peloro Rosso 2015,,"Sicily, Italy",Red Wine,92.0,"Brilliant ruby red in color with violet reflections. The nose has generous aromas of small red berries, floral fragrances as well as carob, licorice and spice. On the palate, the wine has fresh acidity, rich fruity flavors, mineral notes, and vibrant tannins. "
112,Le Casematte Peloro Bianco 2017,,"Sicily, Italy",White Wine,91.0,"Bright straw yellow in color. The nose boasts notes of white- and yellow-fleshed fruit, floral aromas of mimosas and chamomile, mineral aromas and Mediterranean herbs. On the palate, the wine is fresh and tangy with pleasant fruit and a long, invigorating finale heightened by lively citrus notes. "
113,Le Casematte Peloro Rosso 2017,,"Sicily, Italy",Red Wine,91.0,"Le Casematte Peloro Rosso has intense and brilliant ruby red colors with violet reflections. The nose in generous with a floral bouquet and notes of small berries, carob and licorice; it is well balanced with a spicy finish. On the palate has fresh acidity, rich fruit flavors with pleasant, vibrant and elegant tannins."
114,Le Charmel Rhone Blend 2011,,"Rhone, France",Red Wine,89.0,"Le Charmel Rhone is a beautiful wine with generous aromas of blackberries, chocolate and spice. On the palate, it is remarkably smooth and long with a rich finish. The wine is perfect with beef, lamb and chicken and pasta dishes as well as firmer and strong cheeses. "
